player_name,team_name,position,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,id,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totalAppearances,touches,wasFouled,yellowCards,yellowRedCards
Harry Wilson,Fulham,M,40,31,27.92792793,248,37,58.73015873,403,188,591,80.95890411,5,20,20,33,6,0,0,78,8,1,26,4,47,0,0,20,24,92,0,1,4.59989093,5.6633,13,1,13.69863014,0,10,16,,79,52.31788079,0,0,1,2137102,139,15,36,9,31,2600,12,3,0,0,0,0,0,0,0,0,0,293,9,0,7.148484848,0,1,0,0,0,0,0,0,260,16.66666667,6,42,31,23,24,17,53.125,0,28,18,64.28571429,36,64,32,111,84,47.72727273,63,508,222,730,73,6,1192,34,7,0
Joachim Andersen,Fulham,D,107,4,26.66666667,223,164,45.81005587,630,1309,1939,86.06302708,78,71.55963303,31,32,1,0,0,112,3,2,3,8,229,0,0,3,16,82,2,1,1.81653392,1.4316,31,0,0,13,0,1,,62,54.86725664,0,0,0,2137106,314,35,7,0,32,2832,0,19,0,0,0,0,0,0,0,0,0,349,1,0,7.05625,0,0,0,0,0,0,0,0,0,0,0,11,4,8,4,6,85.71428571,0,45,27,60,7,223,7,15,140,63.06306306,358,861,1392,2253,15,3,2725,13,7,0
Alex Iwobi,Fulham,M,54,29,34.11764706,343,67,62.61682243,604,526,1130,85.21870287,7,46.66666667,8,27,3,0,0,116,4,0,13,1,18,0,0,21,9,70,0,1,4.4114727,1.4247,7,0,12.90322581,0,4,7,,50,44.64285714,0,0,0,2137139,196,13,41,1,27,2277,1,3,0,0,0,0,0,0,0,0,0,347,8,0,7.055555556,0,3,0,0,0,0,0,0,569.25,0,0,14,17,6,12,15,37.5,0,26,18,69.23076923,41,105,40,85,57,44.88188976,107,739,587,1326,31,3,1683,10,3,0
Bernd Leno,Fulham,G,62,0,0,21,152,33.70288248,87,900,987,76.57098526,21,95.45454545,1,35,0,0,0,289,0,0,0,8,44,1,0,0,0,1,1,4,0.0256376,,0,0,0,190,0,0,-5.4142,7,100,0,25,0,2137169,302,1,0,0,35,3150,0,0,1,0,0,0,0,4,0,0,0,315,0,30,6.925714286,0,0,18,59,31,91,1,15,0,0,0,0,0,0,0,0,0,18,4,1,25,0,102,0,0,28,96.55172414,451,338,951,1289,0,2,1642,6,3,0
Kenny Tete,Fulham,D,34,13,38.23529412,145,36,46.75324675,328,420,748,84.42437923,27,60,18,22,0,0,0,82,1,0,6,5,68,0,0,16,13,87,0,0,1.42077464,0.9581,27,0,6.25,0,1,1,,104,60.11560694,0,0,0,2137104,138,27,11,0,21,1802,1,6,0,0,0,0,0,0,0,0,0,237,2,0,6.913636364,0,1,0,0,0,0,0,0,1802,0,0,10,6,7,3,8,36.36363636,0,65,38,58.46153846,11,61,22,34,131,60.09174312,77,402,484,886,16,0,1407,31,2,0
Samuel Chukwueze,Fulham,F,13,8,20.51282051,113,15,71.42857143,167,108,275,73.13829787,7,38.88888889,11,21,4,0,0,54,4,2,8,0,10,0,0,15,6,56,0,1,3.27975533,2.0748,5,0,12,0,3,7,,35,43.75,0,0,3,2319975,101,7,23,3,9,1002,3,1,0,0,0,0,0,0,0,0,0,190,10,0,6.90952381,0,0,0,0,0,0,0,0,334,0,0,15,10,10,7,18,47.36842105,0,6,4,66.66666667,23,23,38,39,42,42.85714286,21,245,131,376,25,1,586,11,0,0
Jorge Cuenca,Fulham,D,20,1,50,44,26,35.13513514,149,402,551,88.30128205,17,54.83870968,14,14,0,0,0,40,1,0,0,2,74,0,0,0,4,30,0,0,0.55975008,0.0501,9,0,0,33,0,0,,19,54.28571429,0,0,0,2137143,73,15,3,0,11,952,1,9,0,0,0,0,0,0,0,0,0,81,0,0,6.892307692,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,40,0,16,9,56.25,3,42,5,2,36,54.54545455,74,199,425,624,1,0,769,1,5,0
Sander Berge,Fulham,M,24,3,25,276,52,63.41463415,690,780,1470,89.90825688,47,61.84210526,29,33,1,0,0,126,3,2,7,4,49,0,0,18,11,102,1,1,1.45760782,1.3724,32,0,0,0,0,1,,77,51.33333333,0,0,0,2137167,165,24,18,0,32,2776,1,16,1,0,0,1,0,0,0,0,0,234,7,0,6.863636364,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,8,40,0,55,39,70.90909091,18,39,20,12,124,54.86725664,82,795,840,1635,13,1,1969,14,5,0
Harrison Reed,Fulham,M,5,3,75,8,3,75,18,22,40,93.02325581,1,33.33333333,2,7,0,0,0,5,0,0,1,0,1,0,0,0,3,7,0,0,0.46475392,0.1259,2,0,50,0,1,1,,1,16.66666667,0,0,0,2469495,3,0,3,0,1,126,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6.8,0,1,0,0,0,0,0,0,126,0,0,0,2,0,1,0,0,0,0,0,0,3,6,0,4,2,22.22222222,4,21,22,43,2,0,54,1,0,0
Calvin Bassey,Fulham,D,34,3,27.27272727,140,47,35.33834586,413,929,1342,87.9423329,37,53.62318841,32,27,0,0,0,103,0,0,6,6,93,0,0,15,7,90,2,3,0.34278863,1.7156,27,0,7.692307692,60,1,1,,98,62.82051282,1,0,0,2137171,184,19,7,0,25,2274,0,21,0,0,0,1,0,0,0,0,1,247,2,0,6.781481481,0,0,0,0,0,0,0,0,2274,0,0,10,3,5,2,9,47.36842105,0,56,30,53.57142857,7,101,19,11,135,60,133,534,992,1526,13,1,1912,33,5,0
Antonee Robinson,Fulham,D,21,14,20.89552239,150,28,42.42424242,253,254,507,78.84914463,12,60,8,19,0,0,0,78,1,0,2,3,45,0,0,6,16,50,0,1,1.34201846,0.2328,12,0,0,0,0,0,,55,56.70103093,0,0,0,2169592,136,21,19,0,14,1222,2,3,0,0,0,0,0,0,0,0,0,261,1,0,6.778947368,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,9,50,0,40,23,57.5,19,44,18,67,67,57.26495726,66,330,313,643,3,1,1057,6,3,0
Kevin,Fulham,M,12,12,29.26829268,115,17,77.27272727,171,60,231,77.77777778,7,33.33333333,14,23,1,0,0,40,1,1,5,0,7,0,0,20,18,103,0,0,1.40882206,1.114,12,0,4.545454545,0,1,2,,70,44.02515723,0,0,0,2260919,66,9,13,0,8,904,2,0,0,0,0,0,0,0,0,0,1,188,6,0,6.77826087,0,1,0,0,0,0,0,0,904,0,0,9,13,8,9,36,48,0,19,9,47.36842105,13,17,75,41,77,42.77777778,22,223,74,297,22,0,588,15,1,0
Oscar Bobb,Fulham,M,5,4,44.44444444,131,2,33.33333333,216,72,288,85.71428571,6,46.15384615,7,20,1,0,0,36,1,1,3,1,3,0,0,19,7,55,0,1,1.59446657,1.2206,9,0,0,0,0,1,,56,53.84615385,0,0,0,2139123,48,7,17,0,9,871,0,0,0,0,0,0,0,0,0,0,0,108,6,0,6.765,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,24,63.15789474,0,18,10,55.55555556,17,10,38,9,62,52.99145299,6,251,85,336,10,0,528,14,1,0
Tom Cairney,Fulham,M,22,2,33.33333333,126,21,72.4137931,259,268,527,92.61862917,9,75,3,22,0,0,0,38,0,0,6,0,5,0,0,4,7,27,0,0,0.61589747,0.9715,9,0,7.692307692,0,1,1,,18,42.85714286,0,0,0,2137161,42,2,7,1,5,699,0,1,0,0,0,0,0,0,0,0,0,66,2,0,6.75,0,0,0,0,0,0,0,0,699,0,0,6,7,6,1,3,42.85714286,0,6,3,50,7,34,7,6,27,50,29,290,279,569,13,0,650,9,3,0
Raúl Jiménez,Fulham,F,10,2,28.57142857,108,15,60,195,132,327,63.99217221,83,40.88669951,120,34,3,0,0,54,2,9,20,2,30,0,0,27,19,217,1,0,0.93309167,11.3511,45,0,12.67605634,0,9,12,,76,43.93063584,4,0,2,2137145,184,8,25,0,27,2165,19,3,0,0,4,0,100,0,4,0,2,295,8,0,6.697058824,0,5,0,0,0,0,0,0,240.5555556,0,5,57,14,32,19,10,37.03703704,0,34,20,58.82352941,25,17,27,7,159,42.28723404,25,331,180,511,71,1,905,33,5,0
Emile Smith Rowe,Fulham,M,8,1,9.090909091,270,7,58.33333333,470,295,765,91.28878282,6,31.57894737,13,34,0,0,0,63,1,5,10,0,16,0,0,28,6,68,0,1,1.07899983,4.5779,8,0,9.090909091,0,3,3,,54,49.5412844,1,0,1,2137108,73,22,18,0,19,1747,3,1,0,0,0,0,0,0,0,0,0,168,7,0,6.667647059,0,2,0,0,0,0,0,0,582.3333333,0,0,26,7,14,9,13,46.42857143,0,29,16,55.17241379,18,18,28,11,60,46.875,12,518,320,838,33,0,1114,12,1,0
Timothy Castagne,Fulham,D,33,12,30,133,30,56.60377358,240,330,570,85.32934132,26,45.61403509,31,27,0,0,0,48,2,1,4,2,60,0,0,1,5,57,0,1,0.94805238,1.2785,17,0,0,0,0,0,,37,58.73015873,0,0,0,2137147,98,28,14,0,17,1609,0,10,0,0,0,0,0,0,0,0,0,159,2,0,6.632,0,0,0,0,0,0,0,0,0,0,0,12,0,2,6,1,25,0,30,19,63.33333333,14,50,4,40,63,52.5,53,292,376,668,12,1,1032,6,4,0
Saša Lukić,Fulham,M,9,17,29.8245614,139,8,50,283,243,526,84.83870968,22,41.50943396,31,24,2,0,0,65,2,3,4,4,32,0,0,9,8,100,0,2,1.70428426,2.2181,49,0,6.25,0,1,3,,69,50,1,0,0,2137173,94,15,26,0,18,1554,2,8,0,0,0,0,0,0,0,0,0,167,5,0,6.629166667,0,0,0,0,0,0,0,0,1554,0,0,10,6,7,5,5,50,0,43,24,55.81395349,26,17,10,57,91,47.64397906,16,343,277,620,16,0,905,21,8,0
Rodrigo Muniz,Fulham,F,2,0,0,23,2,28.57142857,34,9,43,42.57425743,62,52.10084034,57,18,1,0,0,14,1,5,8,0,22,0,0,8,4,86,0,0,0.13019874,2.3203,12,0,4,0,1,2,,22,43.1372549,0,0,0,2137112,58,2,8,1,7,768,5,3,1,0,0,0,0,0,0,0,0,113,5,0,6.611111111,0,0,0,0,0,0,0,0,768,0,0,23,2,13,4,4,36.36363636,0,7,3,42.85714286,8,10,11,2,84,49.41176471,7,84,17,101,25,0,266,12,1,0
Joshua King,Fulham,M,4,0,0,96,3,42.85714286,159,91,250,79.36507937,3,14.28571429,18,29,2,0,0,55,0,3,5,0,13,0,0,18,7,70,1,0,0.5909969,2.3101,11,0,4.166666667,0,1,3,,68,56.66666667,0,0,0,2137141,65,3,13,0,15,1255,2,4,0,0,0,0,0,0,0,0,0,157,4,0,6.589655172,0,1,0,0,0,0,0,0,1255,0,0,17,7,9,10,16,45.71428571,0,25,13,52,13,9,35,11,71,50.35460993,7,207,108,315,24,0,552,27,3,0
Ryan Sessegnon,Fulham,D,10,6,10.71428571,139,21,36.20689655,269,250,519,76.4359352,19,42.22222222,26,27,1,0,0,74,3,1,6,3,64,0,0,18,12,102,0,1,1.81110763,1.6074,33,0,18.75,0,3,4,,60,44.11764706,0,0,0,2169612,160,25,14,3,20,1822,4,8,0,0,0,2,0,0,0,0,0,339,3,0,6.573076923,0,0,0,0,0,0,0,0,607.3333333,0,0,14,2,6,4,9,36,0,48,29,60.41666667,14,36,25,56,79,43.64640884,58,356,323,679,16,0,1247,3,0,0
Issa Diop,Fulham,D,6,0,0,21,12,33.33333333,82,211,293,87.20238095,14,70,6,10,0,0,0,14,0,0,0,0,33,0,0,0,3,15,0,1,0.03717088,0.0194,7,0,0,0,0,0,,10,52.63157895,0,0,0,2339146,43,4,0,0,6,606,0,5,0,0,0,0,0,0,0,0,0,54,1,0,6.533333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,100,0,6,4,66.66666667,0,20,1,1,24,61.53846154,36,110,226,336,1,0,415,3,2,0
Jonah Kusi-Asare,Fulham,F,0,0,0,6,0,0,10,0,10,66.66666667,1,14.28571429,6,6,0,0,0,4,0,0,0,0,0,0,0,0,2,11,0,0,0.01125109,,4,0,0,0,0,0,,1,16.66666667,0,0,0,2392792,5,0,1,0,0,66,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,15.38461538,1,15,0,15,0,0,21,1,1,0
Granit Xhaka,Sunderland,M,94,22,25.58139535,382,125,55.0660793,749,585,1334,83.42714196,53,63.0952381,31,31,6,0,0,156,8,0,6,8,81,0,0,15,16,94,0,3,3.14124523,0.9901,21,0,5,0,1,7,,89,58.55263158,0,0,1,2137022,265,27,33,1,29,2633,0,19,0,0,0,0,0,0,0,0,0,384,6,0,7.280645161,0,0,0,0,0,0,0,0,2633,0,3,5,15,9,5,10,43.47826087,0,46,29,63.04347826,33,174,23,86,142,60.16949153,227,958,641,1599,20,3,2046,36,7,0
Robin Roefs,Sunderland,G,51,0,0,79,186,29.52380952,146,629,775,63.36876533,22,100,0,32,0,0,0,312,1,0,0,9,33,0,0,0,2,2,3,3,0.14470227,,0,0,0,154,0,0,-1.2578,9,81.81818182,0,44,0,2137034,448,0,4,0,32,2880,0,0,0,0,0,0,0,3,0,1,0,458,0,21,7.003125,0,0,9,68,34,103,0,20,0,0,0,0,0,0,0,1,100,9,0,0,0,4,97,1,0,31,93.93939394,630,540,683,1223,0,4,1565,12,4,0
Melker Ellborg,Sunderland,G,6,0,0,2,13,20.3125,7,39,46,46.93877551,0,0,0,3,0,0,0,33,0,0,0,1,6,0,0,0,0,0,0,0,0.01864659,,0,0,0,15,0,0,0.6062,2,100,0,0,0,2712830,52,0,0,0,3,270,0,0,0,0,0,0,0,0,0,0,0,52,0,3,7,0,0,1,5,5,10,0,2,0,0,0,0,0,0,0,1,100,1,0,0,0,0,11,1,0,2,100,64,54,44,98,0,0,131,1,0,0
Nordi Mukiele,Sunderland,D,27,14,17.94871795,176,42,38.53211009,370,418,788,77.71203156,73,60.83333333,47,29,4,0,0,115,7,3,7,7,142,0,0,14,12,114,1,2,2.07064023,1.7345,28,0,14.28571429,30,3,7,,96,58.89570552,1,0,0,2190414,226,35,22,1,29,2517,3,9,1,0,0,0,0,0,0,0,0,473,3,0,6.968965517,0,1,0,0,0,0,0,0,839,0,0,16,5,10,4,10,43.47826087,0,67,44,65.67164179,22,63,23,78,169,59.71731449,109,520,494,1014,21,1,1779,22,5,0
Jenson Seelt,Sunderland,D,0,0,0,9,2,25,41,55,96,88.0733945,5,83.33333333,1,2,0,0,0,6,0,0,0,0,7,0,0,1,1,4,0,0,0.01589663,,1,0,0,5,0,0,,5,62.5,0,0,0,2137014,13,0,0,0,1,134,0,1,0,0,0,0,0,0,0,0,0,15,0,0,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,10,71.42857143,8,51,58,109,0,0,128,1,0,0
Daniel Ballard,Sunderland,D,37,0,0,96,58,37.17948718,270,636,906,82.13961922,106,57.92349727,77,29,0,0,0,69,3,7,5,6,185,0,1,6,6,117,0,3,0.65835224,2.4595,29,0,7.692307692,66,2,2,,62,60.78431373,1,0,0,2137018,197,20,15,0,24,2148,3,24,0,0,0,0,0,0,0,0,1,221,1,0,6.844827586,1,1,0,0,0,0,0,0,1074,0,0,25,1,12,9,3,60,0,33,18,54.54545455,15,89,5,1,168,58.94736842,156,421,682,1103,26,3,1493,30,4,0
Enzo Le Fée,Sunderland,M,22,23,26.43678161,260,27,52.94117647,475,326,801,81.1550152,17,25,51,33,5,0,1,138,9,1,10,7,35,0,0,28,34,172,1,3,4.6265704,4.6928,28,0,13.79310345,0,4,9,,127,51.20967742,0,0,1,2137058,186,27,44,0,30,2675,4,11,0,0,4,0,75,0,3,0,0,386,20,0,6.83030303,0,4,0,0,0,0,0,0,668.75,0,4,13,16,10,9,13,29.54545455,0,81,52,64.19753086,44,48,44,87,144,45.56962025,51,619,368,987,29,0,1563,33,5,0
Omar Alderete,Sunderland,D,64,3,27.27272727,112,78,40.625,342,668,1010,81.05939005,82,57.34265734,61,31,1,0,0,102,1,2,7,8,211,0,0,12,8,118,0,5,0.89425007,1.6272,33,0,4.347826087,8,1,2,,55,49.10714286,1,0,3,2137010,236,33,9,0,30,2689,5,29,0,0,0,0,0,0,0,0,0,285,3,0,6.816129032,0,0,0,0,0,0,0,0,2689,0,0,17,6,7,9,17,80.95238095,0,30,17,56.66666667,9,162,21,11,137,53.7254902,192,519,727,1246,23,1,1704,9,6,0
Lutsharel Geertruida,Sunderland,D,12,2,28.57142857,95,23,46.93877551,224,294,518,85.05747126,10,47.61904762,11,25,0,0,0,60,1,1,4,2,43,0,0,3,12,44,0,2,0.73477277,0.8655,14,0,0,1,0,0,,45,57.69230769,0,0,0,2260934,91,16,7,0,14,1432,1,8,0,0,0,0,0,0,0,0,0,131,5,0,6.804,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,6,60,0,34,19,55.88235294,7,24,10,7,55,55.55555556,49,278,331,609,8,0,833,5,1,0
Noah Sadiki,Sunderland,M,22,4,23.52941176,205,36,46.15384615,447,408,855,85.15936255,11,36.66666667,19,30,1,0,0,96,0,0,8,7,41,0,0,21,15,98,0,2,1.38882702,1.0225,29,0,0,0,0,1,,105,57.06521739,0,0,0,2137024,149,33,17,0,30,2637,1,10,0,0,0,0,0,0,0,0,0,247,14,0,6.783333333,0,0,0,0,0,0,0,0,0,0,0,10,6,4,4,25,59.52380952,0,46,24,52.17391304,17,48,42,17,116,54.20560748,78,553,451,1004,16,0,1411,35,8,0
Bertrand Traoré,Sunderland,F,5,1,7.692307692,61,3,37.5,96,47,143,79.44444444,6,33.33333333,12,12,0,0,0,18,2,0,4,0,6,0,0,9,7,44,0,0,0.24192858,0.5182,11,0,7.692307692,0,1,1,,36,52.94117647,0,0,0,2317178,37,2,8,1,9,638,1,3,0,0,0,0,0,0,0,0,0,91,3,0,6.745454545,0,0,0,0,0,0,0,0,638,0,0,9,4,3,6,14,63.63636364,0,11,4,36.36363636,8,8,22,13,42,48.8372093,8,124,56,180,13,0,318,11,1,0
Trai Hume,Sunderland,D,31,13,15.85365854,191,41,41.41414141,388,328,716,74.81713689,64,49.23076923,66,35,1,0,0,93,1,4,11,8,98,0,0,8,30,145,0,3,1.71682443,1.9531,28,0,3.225806452,0,1,2,,103,56.59340659,0,0,3,2137028,241,25,21,0,31,2798,1,11,1,0,0,1,0,0,0,0,0,415,9,0,6.728571429,0,1,0,0,0,0,0,0,2798,0,0,17,14,14,6,4,23.52941176,0,64,46,71.875,21,65,17,82,167,53.52564103,99,564,393,957,31,0,1600,36,9,0
Jocelin Ta Bi,Sunderland,M,0,1,20,1,0,0,2,0,2,100,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0.0411772,,0,0,0,0,0,0,,4,66.66666667,0,0,0,2687382,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.66666667,0,1,0,0,0,0,3,5,4,50,0,2,0,2,0,0,18,1,0,0
Habib Diarra,Sunderland,M,4,2,7.407407407,120,4,26.66666667,204,145,349,81.92488263,10,43.47826087,13,18,1,0,0,46,0,2,3,4,13,0,0,13,7,68,0,1,0.64991475,3.2875,19,0,8.333333333,0,2,3,,46,45.54455446,0,0,0,2137020,77,4,5,0,15,1365,1,0,0,0,1,0,100,0,1,0,1,145,9,0,6.661111111,0,2,0,0,0,0,0,0,682.5,0,0,17,7,13,8,6,27.27272727,0,14,7,50,5,15,22,27,56,45.16129032,15,263,163,426,24,0,625,26,5,0
Chris Rigg,Sunderland,M,7,4,40,49,9,45,95,51,146,71.2195122,4,30.76923077,9,16,0,0,0,29,2,0,3,0,10,0,0,5,4,31,0,1,1.1390988,0.8401,8,0,8.333333333,0,1,1,,28,56,0,0,0,2137006,59,3,8,1,11,759,2,1,0,0,0,0,0,0,0,0,0,91,2,0,6.65,0,0,0,0,0,0,0,0,759,0,0,9,3,6,3,7,58.33333333,0,13,8,61.53846154,8,16,12,10,32,50.79365079,20,132,73,205,12,0,311,8,1,0
Reinildo Mandava,Sunderland,D,17,4,20,118,20,33.89830508,284,315,599,85.20625889,31,55.35714286,25,22,1,0,0,78,0,0,2,5,67,0,1,13,11,87,1,0,0.67172084,0.1781,29,0,0,0,0,1,,77,55.39568345,0,0,0,2137016,104,29,6,0,20,1699,1,13,0,0,0,1,0,0,0,0,1,187,5,0,6.647619048,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,14,56,0,32,18,56.25,6,47,25,20,108,55.38461538,59,351,352,703,4,0,1099,33,7,0
Dennis Cirkin,Sunderland,D,2,1,33.33333333,18,1,25,37,40,77,77.77777778,5,50,5,8,0,0,0,8,0,0,0,1,14,0,0,5,2,17,0,0,0.02737759,0.075,4,0,0,0,0,0,,13,52,0,0,0,2551655,22,5,0,0,3,329,0,1,0,0,0,0,0,0,0,0,0,39,0,0,6.642857143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,75,0,8,5,62.5,0,5,4,3,18,51.42857143,4,52,47,99,1,0,177,2,2,0
Chemsdine Talbi,Sunderland,M,10,7,14.89361702,100,13,56.52173913,184,118,302,81.84281843,1,7.142857143,13,26,1,0,0,56,0,2,5,2,16,0,0,10,12,56,2,0,1.14822385,2.0848,5,0,16.66666667,0,4,5,,27,38.57142857,0,0,0,2137008,67,2,12,0,15,1452,1,1,0,0,0,0,0,0,0,0,0,174,4,0,6.642307692,0,4,0,0,0,0,0,0,363,0,0,16,8,9,10,16,50,0,10,6,60,12,17,32,47,28,33.33333333,23,233,136,369,24,0,588,1,0,0
Arthur Masuaku,Sunderland,D,0,2,25,5,1,16.66666667,14,25,39,81.25,1,100,0,3,0,0,0,3,0,0,1,0,4,0,0,1,3,9,0,0,0.07911777,0.0705,3,0,0,0,0,0,,6,40,0,0,0,2294003,9,2,1,0,2,127,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6.633333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50,0,4,2,50,1,3,4,8,7,43.75,6,21,27,48,1,0,88,0,1,0
Wilson Isidor,Sunderland,F,4,0,0,37,1,14.28571429,52,22,74,58.26771654,25,27.77777778,65,30,0,0,0,21,0,2,11,1,15,0,0,14,5,112,0,0,0.21149751,4.4737,14,0,12.5,0,5,5,,21,30.88235294,1,0,0,2137056,53,0,0,0,11,1131,11,1,0,0,0,0,0,0,0,0,0,106,3,0,6.611111111,0,4,0,0,0,0,0,0,226.2,0,0,36,4,13,16,6,27.27272727,0,9,6,66.66666667,0,5,22,0,46,29.11392405,7,97,30,127,40,0,280,6,1,0
Dan Neil,Sunderland,M,0,0,0,1,1,100,4,4,8,88.88888889,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0.00088483,,0,0,0,0,0,0,,1,100,0,0,0,2294000,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33333333,1,5,4,9,0,0,14,1,0,0
Brian Brobbey,Sunderland,F,2,0,0,68,3,60,114,53,167,71.06382979,60,45.45454545,72,28,1,0,0,40,2,9,6,0,11,0,0,27,4,139,0,0,0.5610516,4.5284,26,0,21.42857143,0,6,7,,42,38.53211009,2,0,1,2260936,68,0,12,1,19,1716,8,5,0,0,0,1,0,0,0,0,1,159,6,0,6.585714286,0,3,0,0,0,0,0,0,286,0,0,27,1,8,14,2,15.38461538,0,8,2,25,12,6,13,2,102,42.32365145,5,169,66,235,28,2,459,33,6,0
Luke O'Nien,Sunderland,D,2,0,0,26,12,37.5,71,86,157,80.92783505,6,37.5,10,10,0,0,0,9,0,0,0,2,18,0,1,1,1,15,1,0,0.12651656,0.0209,4,0,0,6,0,0,,11,68.75,0,0,1,2504583,37,5,0,0,4,434,0,1,0,0,0,0,0,0,0,0,0,72,0,0,6.57,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,100,0,4,3,75,0,11,1,7,17,53.125,32,99,95,194,1,0,286,6,1,0
Eliezer Mayenda,Sunderland,F,1,0,0,22,1,33.33333333,43,13,56,65.88235294,15,34.09090909,29,19,0,0,0,14,2,1,5,1,5,0,0,21,3,80,0,0,0.21361966,2.145,6,0,15.38461538,0,2,2,,27,34.61538462,1,0,0,2137036,29,1,4,1,8,769,3,1,0,0,0,0,0,0,0,0,0,100,2,0,6.517647059,0,0,0,0,0,0,0,0,384.5,0,0,11,2,2,6,11,34.375,0,5,1,20,4,3,32,1,42,34.42622951,3,72,13,85,13,0,228,11,0,0
Simon Adingra,Sunderland,M,2,5,18.51851852,43,2,33.33333333,77,45,122,75.77639752,9,39.13043478,14,14,0,0,0,20,2,1,2,0,11,0,0,12,9,68,0,0,0.61296761,0.3499,17,0,16.66666667,0,1,1,,21,28,0,0,0,2137032,39,2,7,0,9,665,4,0,0,0,0,0,0,0,0,0,0,109,4,0,6.507692308,0,1,0,0,0,0,0,0,665,0,0,5,1,2,2,7,26.92307692,0,11,8,72.72727273,7,7,26,27,30,30.6122449,6,106,55,161,6,0,309,3,2,0
Romaine Mundle,Sunderland,F,0,2,18.18181818,32,2,50,59,30,89,85.57692308,5,62.5,3,14,0,0,0,22,0,1,2,0,6,0,0,14,7,39,0,0,0.4741025,0.8612,7,0,0,0,0,0,,19,34.54545455,0,0,0,2480253,15,1,1,0,2,412,0,0,0,0,0,0,0,0,0,0,0,64,3,0,6.5,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,7,46.66666667,0,5,5,100,1,2,15,11,24,38.0952381,4,67,37,104,7,0,208,8,1,0
Nilson Angulo,Sunderland,M,0,1,16.66666667,13,0,0,21,7,28,68.29268293,2,28.57142857,5,5,0,0,0,6,0,2,0,0,8,0,0,4,4,27,0,0,0.07700177,0.4981,7,0,0,0,0,0,,14,38.88888889,0,0,0,2660895,13,2,2,0,3,264,1,0,0,0,0,0,0,0,0,0,0,43,1,0,6.48,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,5,41.66666667,0,7,5,71.42857143,2,2,12,6,16,37.20930233,1,34,7,41,3,0,109,2,0,0
